ENSG00000099139,ENSG00000269028,ENSG00000225840,ENSG00000166710,ENSG00000198804,ENSG00000167996,ENSG00000198727,ENSG00000130066,ENSG00000122862,ENSG00000231500,ENSG00000198938,ENSG00000198712,ENSG00000169714,ENSG00000026297,ENSG00000133112,ENSG00000205542,ENSG00000255823,ENSG00000133639,ENSG00000113712,ENSG00000198886,ENSG00000198786,ENSG00000105640,ENSG00000213639,ENSG00000156508,ENSG00000070756,ENSG00000063046,ENSG00000135968,ENSG00000198888,ENSG00000090104,ENSG00000147604,sample_id,Y,YY
-0.14277889457873613,-0.2322561152923374,-0.5109387541632016,-0.5774391782417845,-0.5004734112326308,-0.36333098365834215,0.7628415417604567,-0.1446175248361947,-0.09967857191716122,0.15827607349321246,0.010047608908434107,-0.24292700470315476,-0.006613506558845848,0.06000796080614859,-0.006916950952247701,-0.5704355507560415,-0.2982775979920494,-0.013915982109107194,-0.07572387143327042,0.18748466337178116,0.06169378497209363,-0.04165470424796145,-0.5063581476178519,0.4501100908112351,0.08515990514921642,-0.1088814255826655,-0.08931896108058349,0.39683041346737674,-0.4476212381968898,-0.13753096892102398,ERR2139465,0,0.0
-0.14373546450531868,-0.27591940974522455,-0.5899305276460066,-0.6825399589211155,0.16655195680824866,-0.401348628457396,0.0229191006824718,-0.1998364951358478,-0.22355004034735637,0.0979162345116892,0.1551351010661724,-0.35111046258114154,-0.18278198115916852,-0.05713311928879837,-0.11992721817018863,-0.4994559498579259,-0.2981014339801259,0.03591702142599607,-0.05813062871759034,-0.12278558957552943,-0.3212774869099091,-0.07921424815935033,-0.35286936225082716,1.3759096183723545,-0.2508869616221199,-0.13680935483002804,-0.08931896108058349,0.026834178188929754,-0.4476212381968898,-0.2062152851082182,ERR2139466,0,0.0
-0.1400002534006471,-0.36976243777411927,-0.5236064438487726,-0.44977025890374006,-0.1721158593252641,-0.44467072755533144,0.2070732075117477,-0.1998364951358478,-0.21588831592529464,-0.030896785856024525,0.06639870229488662,-0.35598267995942146,-0.06177543647356254,0.023103190090545397,0.024975795841284912,-0.24253692199653484,-0.3482695360385465,-0.02022692689473099,-0.09462906707905054,0.1288336361233506,-0.22118379492311177,-0.2556836892762169,-0.2789654775098817,0.449510976979426,-0.37878275854931537,0.27908057304348105,-0.06433674110958834,-0.13104638202773392,-0.4476212381968898,-0.2959403568072235,ERR2139467,0,0.0
-0.14431684821844748,-0.2748771682233107,-0.6417219157945101,-0.17166114424911458,-0.1511401160958498,-0.4216097784433609,-0.07250792306004318,-0.07744223034530275,-0.22355004034735637,-0.21792412301565406,-0.20910498615215684,-0.22175689598652212,-0.10850196930032371,-0.01720629880304386,-0.14874296345050483,0.17663131214537747,-0.34932755850685693,-0.2059492580577622,-0.03650225789287799,-0.39358994866211383,-0.38500883385661744,-0.306638811243158,-0.6949269293840704,-0.8770086748948257,-0.3597285108370359,-0.07090991552771794,-0.05555066587754941,-0.07567137832083884,-0.29221785518908633,-0.3263047282801894,ERR2139468,0,0.0
-0.145318993677763,-0.23840208434601498,-0.5330226310427653,-0.7156733874870163,-0.11084827502561914,-0.4472788966848565,1.3185297725282683,-0.09644205352412458,-0.22355004034735637,0.13893167275086685,0.09918117200256242,0.17024463974474305,-0.012945018878985547,-0.0573426865280811,-0.19679445382728436,0.09247276056287888,-0.269203176387567,0.045960113161477384,-0.09462906707905054,0.11455819645980331,-0.008710909689767505,-0.15985002590818964,-0.8058686291024109,1.2902398979146938,0.06494270500746735,-0.017243041930841564,-0.08931896108058349,-0.09188254838358366,-0.4476212381968898,-0.16494146665846712,ERR2139470,0,0.0
-0.145318993677763,-0.16870552852491794,-0.11502170657374985,-0.8815331054782392,-0.4808545253375928,-0.4555692946956294,0.5559071131494538,-0.14743152523020392,-0.22355004034735637,0.22815708892452427,0.9913537094362447,0.3942404963813104,-0.1965794289641742,-0.056369147487451525,0.1171514299624772,-0.03769834941702539,-0.25305678158177364,-0.02818633795881918,-0.09462906707905054,0.7431701117132511,0.30799205808422403,-0.22888669968263448,-0.8062921050233541,0.12409207144558293,-0.19938491594719254,-0.09872161851621228,-0.08559388349776699,0.20489663454695634,-0.4476212381968898,-0.38695370357822745,ERR2139471,0,0.0
-0.1411986228188065,-0.11906405865154694,-0.5176278969630295,-0.5731589250778344,0.10144796416129837,-0.45922776078233385,1.009727188804771,-0.19726873204493045,-0.21300541507258464,0.17919281946330815,-0.28803405865050796,-0.24524438561854411,-0.15992443980182264,-0.057504641675222005,0.11000628309587848,-0.24442713652129638,-0.16556358552812914,0.19379420893854,-0.09462906707905054,-0.45572013105929154,-0.0329318242737709,-0.20392229522302413,-0.5478437846569802,0.006449012184239007,-0.34822355716598385,-0.13490057621654353,-0.07408341920886888,0.17130186076604736,-0.4476212381968898,0.012308499893435286,ERR2139472,0,0.0
-0.1387672765572712,-0.2776948018506534,-0.40530456688322625,-0.850222508895907,-0.28239219812844585,-0.43746037533928317,0.5054065804132907,-0.17718825915254016,-0.22274898860854986,0.3288906263820695,0.5489237560776756,0.36998954994257777,-0.007392062321814643,0.03878802892887455,0.03650242335638937,-0.6661486058386757,-0.3442997711491667,0.02522074565310951,-0.052318687677080866,0.5712623675118921,0.4663342243772406,-0.20809001073057373,-0.26395007875719,0.1857487273894377,0.1907354057591393,-0.13681042092915147,-0.08029065554096061,-0.141682558027479,-0.4476212381968898,-0.017815162201266672,ERR2139473,0,0.0
-0.14385857781079558,-0.341970808844865,-0.5184361504854907,-0.4127624833661608,-0.30952786557620077,-0.43556442529982914,-0.49654597826302244,-0.19970045976754836,-0.2143899583198618,0.029603994611111968,-0.30819954491975254,-0.41137349179793137,-0.19592805496713098,-0.057133450538535815,-0.05129787236731508,-0.5432169466462503,-0.40009325790604966,0.18962754613192226,-0.09462906707905054,-0.27821724670168274,-0.24035532866590442,-0.18388437125332097,-0.8060494599050456,-0.05155634814999853,-0.38661512678790166,-0.1370788659847843,-0.0853863348840483,0.45034383258464133,-0.09915213451393137,-0.23311781288491445,ERR2139474,0,0.0
-0.1452477480014375,-0.2388026470612838,-0.5920456254691865,-0.4448013161866395,0.8580575966561205,-0.44234071840452804,-0.16948874491109703,0.07538907636852528,-0.22157440430854886,0.06378571231037557,0.09546061216751474,0.018086055732260384,-0.13436964451533223,-0.009589875324059787,0.10391951047423671,0.06662461782774125,-0.2922575965613075,-0.11263943982902418,-0.09462906707905054,-0.6188825350902867,-0.1091680647760174,-0.09700770956238708,-0.6200673214727049,0.09762094232790984,-0.3061946850506685,0.053265348293052246,-0.08931896108058349,-0.03709101833658532,-0.41263554187639245,-0.055384526989210245,ERR2139475,0,0.0
