ENSG00000099139,ENSG00000269028,ENSG00000225840,ENSG00000166710,ENSG00000198804,ENSG00000167996,ENSG00000198727,ENSG00000130066,ENSG00000122862,ENSG00000231500,ENSG00000198938,ENSG00000198712,ENSG00000169714,ENSG00000026297,ENSG00000133112,ENSG00000205542,ENSG00000255823,ENSG00000133639,ENSG00000113712,ENSG00000198886,ENSG00000198786,ENSG00000105640,ENSG00000213639,ENSG00000156508,ENSG00000070756,ENSG00000063046,ENSG00000135968,ENSG00000198888,ENSG00000090104,ENSG00000147604,Y,YY
-0.1427788945787361,-0.2322561152923374,-0.5109387541632016,-0.5774391782417845,-0.5004734112326308,-0.3633309836583421,0.7628415417604567,-0.1446175248361947,-0.0996785719171612,0.1582760734932124,0.0100476089084341,-0.2429270047031547,-0.0066135065588458,0.0600079608061485,-0.0069169509522477,-0.5704355507560415,-0.2982775979920494,-0.0139159821091071,-0.0757238714332704,0.1874846633717811,0.0616937849720936,-0.0416547042479614,-0.5063581476178519,0.4501100908112351,0.0851599051492164,-0.1088814255826655,-0.0893189610805834,0.3968304134673767,-0.4476212381968898,-0.1375309689210239,0,0.0
-0.1437354645053186,-0.2759194097452245,-0.5899305276460066,-0.6825399589211155,0.1665519568082486,-0.401348628457396,0.0229191006824718,-0.1998364951358478,-0.2235500403473563,0.0979162345116892,0.1551351010661724,-0.3511104625811415,-0.1827819811591685,-0.0571331192887983,-0.1199272181701886,-0.4994559498579259,-0.2981014339801259,0.035917021425996,-0.0581306287175903,-0.1227855895755294,-0.3212774869099091,-0.0792142481593503,-0.3528693622508271,1.3759096183723545,-0.2508869616221199,-0.136809354830028,-0.0893189610805834,0.0268341781889297,-0.4476212381968898,-0.2062152851082182,0,0.0
-0.1400002534006471,-0.3697624377741192,-0.5236064438487726,-0.44977025890374,-0.1721158593252641,-0.4446707275553314,0.2070732075117477,-0.1998364951358478,-0.2158883159252946,-0.0308967858560245,0.0663987022948866,-0.3559826799594214,-0.0617754364735625,0.0231031900905453,0.0249757958412849,-0.2425369219965348,-0.3482695360385465,-0.0202269268947309,-0.0946290670790505,0.1288336361233506,-0.2211837949231117,-0.2556836892762169,-0.2789654775098817,0.449510976979426,-0.3787827585493153,0.279080573043481,-0.0643367411095883,-0.1310463820277339,-0.4476212381968898,-0.2959403568072235,0,0.0
-0.1443168482184474,-0.2748771682233107,-0.6417219157945101,-0.1716611442491145,-0.1511401160958498,-0.4216097784433609,-0.0725079230600431,-0.0774422303453027,-0.2235500403473563,-0.217924123015654,-0.2091049861521568,-0.2217568959865221,-0.1085019693003237,-0.0172062988030438,-0.1487429634505048,0.1766313121453774,-0.3493275585068569,-0.2059492580577622,-0.0365022578928779,-0.3935899486621138,-0.3850088338566174,-0.306638811243158,-0.6949269293840704,-0.8770086748948257,-0.3597285108370359,-0.0709099155277179,-0.0555506658775494,-0.0756713783208388,-0.2922178551890863,-0.3263047282801894,0,0.0
-0.145318993677763,-0.2384020843460149,-0.5330226310427653,-0.7156733874870163,-0.1108482750256191,-0.4472788966848565,1.3185297725282683,-0.0964420535241245,-0.2235500403473563,0.1389316727508668,0.0991811720025624,0.170244639744743,-0.0129450188789855,-0.0573426865280811,-0.1967944538272843,0.0924727605628788,-0.269203176387567,0.0459601131614773,-0.0946290670790505,0.1145581964598033,-0.0087109096897675,-0.1598500259081896,-0.8058686291024109,1.2902398979146938,0.0649427050074673,-0.0172430419308415,-0.0893189610805834,-0.0918825483835836,-0.4476212381968898,-0.1649414666584671,0,0.0
-0.145318993677763,-0.1687055285249179,-0.1150217065737498,-0.8815331054782392,-0.4808545253375928,-0.4555692946956294,0.5559071131494538,-0.1474315252302039,-0.2235500403473563,0.2281570889245242,0.9913537094362448,0.3942404963813104,-0.1965794289641742,-0.0563691474874515,0.1171514299624772,-0.0376983494170253,-0.2530567815817736,-0.0281863379588191,-0.0946290670790505,0.7431701117132511,0.307992058084224,-0.2288866996826344,-0.8062921050233541,0.1240920714455829,-0.1993849159471925,-0.0987216185162122,-0.0855938834977669,0.2048966345469563,-0.4476212381968898,-0.3869537035782274,0,0.0
-0.1411986228188065,-0.1190640586515469,-0.5176278969630295,-0.5731589250778344,0.1014479641612983,-0.4592277607823338,1.009727188804771,-0.1972687320449304,-0.2130054150725846,0.1791928194633081,-0.2880340586505079,-0.2452443856185441,-0.1599244398018226,-0.057504641675222,0.1100062830958784,-0.2444271365212963,-0.1655635855281291,0.19379420893854,-0.0946290670790505,-0.4557201310592915,-0.0329318242737709,-0.2039222952230241,-0.5478437846569802,0.006449012184239,-0.3482235571659838,-0.1349005762165435,-0.0740834192088688,0.1713018607660473,-0.4476212381968898,0.0123084998934352,0,0.0
-0.1387672765572712,-0.2776948018506534,-0.4053045668832262,-0.850222508895907,-0.2823921981284458,-0.4374603753392831,0.5054065804132907,-0.1771882591525401,-0.2227489886085498,0.3288906263820695,0.5489237560776756,0.3699895499425777,-0.0073920623218146,0.0387880289288745,0.0365024233563893,-0.6661486058386757,-0.3442997711491667,0.0252207456531095,-0.0523186876770808,0.5712623675118921,0.4663342243772406,-0.2080900107305737,-0.26395007875719,0.1857487273894377,0.1907354057591393,-0.1368104209291514,-0.0802906555409606,-0.141682558027479,-0.4476212381968898,-0.0178151622012666,0,0.0
-0.1438585778107955,-0.341970808844865,-0.5184361504854907,-0.4127624833661608,-0.3095278655762007,-0.4355644252998291,-0.4965459782630224,-0.1997004597675483,-0.2143899583198618,0.0296039946111119,-0.3081995449197525,-0.4113734917979313,-0.1959280549671309,-0.0571334505385358,-0.051297872367315,-0.5432169466462503,-0.4000932579060496,0.1896275461319222,-0.0946290670790505,-0.2782172467016827,-0.2403553286659044,-0.1838843712533209,-0.8060494599050456,-0.0515563481499985,-0.3866151267879016,-0.1370788659847843,-0.0853863348840483,0.4503438325846413,-0.0991521345139313,-0.2331178128849144,0,0.0
-0.1452477480014375,-0.2388026470612838,-0.5920456254691865,-0.4448013161866395,0.8580575966561205,-0.442340718404528,-0.169488744911097,0.0753890763685252,-0.2215744043085488,0.0637857123103755,0.0954606121675147,0.0180860557322603,-0.1343696445153322,-0.0095898753240597,0.1039195104742367,0.0666246178277412,-0.2922575965613075,-0.1126394398290241,-0.0946290670790505,-0.6188825350902867,-0.1091680647760174,-0.097007709562387,-0.6200673214727049,0.0976209423279098,-0.3061946850506685,0.0532653482930522,-0.0893189610805834,-0.0370910183365853,-0.4126355418763924,-0.0553845269892102,0,0.0
-0.1446964252282477,-0.1547491513772607,-0.4862084203281561,-1.3149379377827153,-0.0366081277401322,-0.4328046893377129,-0.4139890795761614,-0.0519091307945826,-0.2231977185679864,0.1345175018002979,-0.013086079777028,0.195676943651839,-0.1970438300866108,0.018584768100312,0.0362551234514939,-0.8055687536954663,-0.2767489201514626,0.1045801613212503,-0.0946290670790505,0.1366304917274101,0.3158613503302004,-0.2130828209493108,-0.8041642278293915,-0.7754362579942595,-0.2829656214281593,-0.1370788659847843,-0.04350191915097,0.8169652250130444,-0.4469882844345456,-0.1687315987945908,0,0.0
-0.1423453977412103,-0.2197309493133887,-0.4945368903485868,-0.1558389085927911,0.2802639532506485,-0.4393270887203601,0.3080091779985084,-0.1997304155354941,-0.2212943625970863,-0.0529659508776796,0.2022084587623392,-0.0397063572464351,-0.060965362907935,-0.0563468307586484,-0.093005189558197,0.1190660883198322,-0.2489083605282238,0.0635778411514663,-0.0946290670790505,0.6840836817270974,0.0614209960242029,-0.0305658753927807,-0.5266348727970235,0.2888985034759052,-0.2776869155392251,0.0052847728810135,-0.0893189610805834,-0.2021368075244721,-0.4473961063088332,0.0021634691182903,0,0.0
-0.123052628619697,1.505089710022019,-0.2861391458997629,-1.462522417480979,4.455131605516761,-0.5020686916043183,2.7087995043525543,-0.1995161406604891,-0.0963923289530924,0.0694298061417501,2.0980484324264297,3.2048872168447664,-0.1966080407053599,-0.056022591719353,-0.1356737938005266,-1.0345121815362357,1.294013234737774,-0.0820741330741332,-0.0946290670790505,0.911570726434359,0.4854866100369933,-0.3169227343603303,-0.8057206914965209,-1.21281594746041,-0.3546525850495566,-0.1364447506070282,-0.0893189610805834,-0.1237385456522528,-0.4462614667299756,-0.4719940861264627,0,0.0
-0.1376415447771317,-0.1136384532735186,-0.5425038256770931,-0.6291167474522743,0.4439239598164776,-0.4355026808277239,0.2401150644242144,-0.1348886040816195,-0.1956248568140174,0.0527768674269327,-0.1149481985810305,-0.1702840596502143,-0.1325952150385374,-0.0528952777356596,-0.0395311398018342,-0.1674909059164228,-0.1256987677344221,-0.1310570180919808,-0.0806280075670072,-0.1971471958340311,-0.2373128777841423,-0.1552732157246047,-0.6752075860637853,-0.4055567349971397,-0.2907242553765326,-0.1368472281232487,-0.0893189610805834,-0.1259702339645537,-0.0644056880164476,-0.2892276726138542,0,0.0
